الشركة,السوق,الرمز,السنة,الربع,نهاية الفترة,نوع الفترة,التصنيف,المقياس,القيمة,العملة,الوحدة,المصدر
Saudi Arabian Oil Company (Aramco),SA,2222,2023,,2023-12-31,fy,financial,ضرائب الدخل والزكاة,-433303000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2023-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2023,,2023-12-31,instant,ratio,الالتزامات إلى حقوق الملكية,0.4264874859823198771279817074,,ratio,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2023-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2023,,2023-12-31,instant,operational,الطاقة الإنتاجية القصوى المستدامة,12.0,,mmbpd,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2023-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2023,,2023-12-31,instant,operational,صافي الطاقة الإنتاجية للكيماويات,59.6,,million_tonnes_per_year,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2023-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2023,,2023-12-31,fy,financial,صافي الربح,454764000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2023-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2023,,2023-12-31,fy,financial,صافي الربح العائد لمساهمي الشركة,452753000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2023-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2023,,2023-12-31,fy,ratio,هامش صافي الربح,0.2750675777438922965908396697,,ratio,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2023-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2023,,2023-12-31,instant,operational,صافي طاقة التكرير,4.1,,mmbpd,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2023-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2023,,2023-12-31,fy,financial,التدفق النقدي التشغيلي,537814000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2023-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2023,,2023-12-31,fy,financial,التكاليف التشغيلية,-988086000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2023-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2023,,2023-12-31,fy,financial,الدخل التشغيلي,868287000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2023-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2023,,2023-12-31,fy,financial,دخل آخر مرتبط بالمبيعات,203092000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2023-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2023,,2023-12-31,fy,financial,التوزيعات المرتبطة بالأداء,74035000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2023-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2023,,2023-12-31,fy,financial,الإيرادات,1653281000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2023-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2023,,2023-12-31,fy,financial,الإيرادات والدخل الآخر المرتبط بالمبيعات,1856373000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2023-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2023,,2023-12-31,fy,ratio,العائد على متوسط رأس المال المستخدم,22.5,,percent,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2023-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2023,,2023-12-31,fy,operational,موثوقية الإمداد,99.8,,percent,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2023-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2023,,2023-12-31,instant,financial,إجمالي الأصول,2477940000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2023-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2023,,2023-12-31,instant,financial,حقوق الملكية,1737092000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2023-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2023,,2023-12-31,fy,operational,إجمالي إنتاج الغاز,10.672,,bscfd,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2023-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2023,,2023-12-31,fy,operational,إجمالي إنتاج الهيدروكربونات,12.767,,mmboed,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2023-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2023,,2023-12-31,instant,operational,إجمالي احتياطيات الهيدروكربونات,251.2,,billion_boe,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2023-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2023,,2023-12-31,instant,financial,إجمالي الالتزامات,740848000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2023-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2023,,2023-12-31,fy,operational,إجمالي إنتاج السوائل,10.682,,mmbpd,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2023-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2022,,2022-12-31,fy,operational,متوسط سعر النفط الخام المحقق,100.2,USD,USD/bbl,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2022,,2022-12-31,fy,financial,التوزيعات الأساسية المدفوعة,281318000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2022,,2022-12-31,fy,financial,النفقات الرأسمالية,141161000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2022,,2022-12-31,instant,financial,النقد وما في حكمه,226047000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2022,,2022-12-31,fy,financial,التوزيعات المدفوعة,281318000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2022,,2022-12-31,fy,financial,التوزيعات لكل سهم,1.3112,SAR,SAR/share,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2022,,2022-12-31,fy,financial,ربحية السهم الأساسية والمخفضة,2.47,SAR,SAR/share,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2023-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2022,,2022-12-31,fy,calculated,التدفق النقدي الحر,556991000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2022,,2022-12-31,instant,ratio,نسبة المديونية (Gearing),-7.9,,percent,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2022,,2022-12-31,fy,financial,الدخل قبل الضرائب والزكاة,1152962000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2022,,2022-12-31,fy,financial,ضرائب الدخل والزكاة,-548957000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2022,,2022-12-31,instant,ratio,الالتزامات إلى حقوق الملكية,0.4962209216833808781578096050,,ratio,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2022,,2022-12-31,instant,operational,الطاقة الإنتاجية القصوى المستدامة,12.0,,mmbpd,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2022,,2022-12-31,instant,operational,صافي الطاقة الإنتاجية للكيماويات,56.3,,million_tonnes_per_year,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2022,,2022-12-31,fy,financial,صافي الربح,604005000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2022,,2022-12-31,fy,financial,صافي الربح العائد لمساهمي الشركة,597215000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2022,,2022-12-31,fy,ratio,هامش صافي الربح,0.3009559257681412886686547531,,ratio,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2022,,2022-12-31,instant,operational,صافي طاقة التكرير,4.1,,mmbpd,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2022,,2022-12-31,fy,financial,التدفق النقدي التشغيلي,698152000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2022,,2022-12-31,fy,financial,التكاليف التشغيلية,-1122296000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2022,,2022-12-31,fy,financial,الدخل التشغيلي,1144077000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2022,,2022-12-31,fy,financial,دخل آخر مرتبط بالمبيعات,259418000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2022,,2022-12-31,fy,financial,التوزيعات المرتبطة بالأداء,0,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2022,,2022-12-31,fy,financial,الإيرادات,2006955000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2022,,2022-12-31,fy,financial,الإيرادات والدخل الآخر المرتبط بالمبيعات,2266373000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2022,,2022-12-31,fy,ratio,العائد على متوسط رأس المال المستخدم,31.6,,percent,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2022,,2022-12-31,fy,operational,موثوقية الإمداد,99.9,,percent,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2022,,2022-12-31,instant,financial,إجمالي الأصول,2492924000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2022,,2022-12-31,instant,financial,حقوق الملكية,1666147000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2022,,2022-12-31,fy,operational,إجمالي إنتاج الغاز,10.617,,bscfd,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2022,,2022-12-31,fy,operational,إجمالي إنتاج الهيدروكربونات,13.617,,mmboed,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2022,,2022-12-31,instant,operational,إجمالي احتياطيات الهيدروكربونات,258.8,,billion_boe,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2022,,2022-12-31,instant,financial,إجمالي الالتزامات,826777000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2022,,2022-12-31,fy,operational,إجمالي إنتاج السوائل,11.54,,mmbpd,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2021,,2021-12-31,fy,operational,متوسط سعر النفط الخام المحقق,70.5,USD,USD/bbl,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2021,,2021-12-31,fy,financial,التوزيعات الأساسية المدفوعة,281305000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2021,,2021-12-31,fy,financial,النفقات الرأسمالية,119645000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2021,,2021-12-31,instant,financial,النقد وما في حكمه,299579000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2021,,2021-12-31,fy,financial,التوزيعات المدفوعة,281305000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2021,,2021-12-31,fy,financial,التوزيعات لكل سهم,1.4,SAR,SAR/share,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2021,,2021-12-31,fy,financial,ربحية السهم الأساسية والمخفضة,1.8,SAR,SAR/share,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2021,,2021-12-31,fy,calculated,التدفق النقدي الحر,402956000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2021,,2021-12-31,instant,ratio,نسبة المديونية (Gearing),12.0,,percent,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2021,,2021-12-31,fy,financial,الدخل قبل الضرائب والزكاة,769521000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2021,,2021-12-31,fy,financial,ضرائب الدخل والزكاة,-357125000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2021,,2021-12-31,instant,ratio,الالتزامات إلى حقوق الملكية,0.6887202616134704700984173884,,ratio,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2021,,2021-12-31,instant,operational,الطاقة الإنتاجية القصوى المستدامة,12.0,,mmbpd,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2021,,2021-12-31,instant,operational,صافي الطاقة الإنتاجية للكيماويات,54.2,,million_tonnes_per_year,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2021,,2021-12-31,fy,financial,صافي الربح,412396000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2021,,2021-12-31,fy,financial,صافي الربح العائد لمساهمي الشركة,395203000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2021,,2021-12-31,fy,ratio,هامش صافي الربح,0.3061747826538869874455242663,,ratio,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2021,,2021-12-31,instant,operational,صافي طاقة التكرير,4.0,,mmbpd,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2021,,2021-12-31,fy,financial,التدفق النقدي التشغيلي,522601000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2021,,2021-12-31,fy,financial,التكاليف التشغيلية,-729840000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2021,,2021-12-31,fy,financial,الدخل التشغيلي,771918000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2021,,2021-12-31,fy,financial,دخل آخر مرتبط بالمبيعات,154828000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2021,,2021-12-31,fy,financial,التوزيعات المرتبطة بالأداء,0,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2021,,2021-12-31,fy,financial,الإيرادات,1346930000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2021,,2021-12-31,fy,financial,الإيرادات والدخل الآخر المرتبط بالمبيعات,1501758000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2021,,2021-12-31,fy,ratio,العائد على متوسط رأس المال المستخدم,24.4,,percent,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2021,,2021-12-31,fy,operational,موثوقية الإمداد,99.9,,percent,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2021,,2021-12-31,instant,financial,إجمالي الأصول,2162690000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2021,,2021-12-31,instant,financial,حقوق الملكية,1280668000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2021,,2021-12-31,fy,operational,إجمالي إنتاج الغاز,10.136,,bscfd,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2021,,2021-12-31,fy,operational,إجمالي إنتاج الهيدروكربونات,12.343,,mmboed,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2021,,2021-12-31,instant,operational,إجمالي احتياطيات الهيدروكربونات,253.6,,billion_boe,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2021,,2021-12-31,instant,financial,إجمالي الالتزامات,882022000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2021,,2021-12-31,fy,operational,إجمالي إنتاج السوائل,10.359,,mmbpd,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2020,,2020-12-31,instant,ratio,الالتزامات إلى حقوق الملكية,0.7385082472522781887831556616,,ratio,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2020,,2020-12-31,fy,financial,صافي الربح,183763000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2020,,2020-12-31,fy,ratio,هامش صافي الربح,0.2392407848365271074808393080,,ratio,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2020,,2020-12-31,fy,financial,التدفق النقدي التشغيلي,285297000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2020,,2020-12-31,fy,financial,الإيرادات,768109000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2020,,2020-12-31,instant,financial,إجمالي الأصول,1914261000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2020,,2020-12-31,instant,financial,حقوق الملكية,1101094000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2020,,2020-12-31,instant,financial,إجمالي الالتزامات,813167000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2019,,2019-12-31,instant,ratio,الالتزامات إلى حقوق الملكية,0.4280978938766147184905876787,,ratio,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2019,,2019-12-31,fy,financial,صافي الربح,330693000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2019,,2019-12-31,fy,ratio,هامش صافي الربح,0.2990813026365293896333169334,,ratio,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2019,,2019-12-31,fy,financial,التدفق النقدي التشغيلي,416529000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2019,,2019-12-31,fy,financial,الإيرادات,1105696000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2019,,2019-12-31,instant,financial,إجمالي الأصول,1494126000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2019,,2019-12-31,instant,financial,حقوق الملكية,1046235000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Saudi Arabian Oil Company (Aramco),SA,2222,2019,,2019-12-31,instant,financial,إجمالي الالتزامات,447891000000,SAR,SAR,https://www.aramco.com/-/media/publications/corporate-reports/annual-reports/saudi-aramco-ara-2022-english.pdf
Apple Inc.,US,AAPL,2026,3,2026-06-27,ytd,financial,النفقات الرأسمالية,6799000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019326000020/aapl-20260627.htm
Apple Inc.,US,AAPL,2026,,2026-06-27,instant,financial,النقد وما في حكمه,39544000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019326000020/aapl-20260627.htm
Apple Inc.,US,AAPL,2026,3,2026-06-27,quarter,financial,ربحية السهم الأساسية والمخفضة,2.02,USD,USD/shares,https://www.sec.gov/Archives/edgar/data/320193/000032019326000020/aapl-20260627.htm
Apple Inc.,US,AAPL,2026,3,2026-06-27,ytd,calculated,التدفق النقدي الحر,110197000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019326000020/aapl-20260627.htm
Apple Inc.,US,AAPL,2026,,2026-06-27,instant,ratio,الالتزامات إلى حقوق الملكية,2.564601934523809523809523810,,ratio,https://www.sec.gov/Archives/edgar/data/320193/000032019326000020/aapl-20260627.htm
Apple Inc.,US,AAPL,2026,3,2026-06-27,quarter,financial,صافي الربح,29789000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019326000020/aapl-20260627.htm
Apple Inc.,US,AAPL,2026,3,2026-06-27,quarter,ratio,هامش صافي الربح,0.2722520266503376988950528711,,ratio,https://www.sec.gov/Archives/edgar/data/320193/000032019326000020/aapl-20260627.htm
Apple Inc.,US,AAPL,2026,3,2026-06-27,ytd,financial,التدفق النقدي التشغيلي,116996000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019326000020/aapl-20260627.htm
Apple Inc.,US,AAPL,2026,3,2026-06-27,quarter,financial,الإيرادات,109417000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019326000020/aapl-20260627.htm
Apple Inc.,US,AAPL,2026,,2026-06-27,instant,financial,إجمالي الأصول,383266000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019326000020/aapl-20260627.htm
